name_romaji	name_english	name_japanese	is_unverified	is_external	is_movie	is_adult	is_action	is_adventure	is_comedy	is_drama	is_ecchi	is_fantasy	is_horror	is_mahou_shoujo	is_mecha	is_music	is_mystery	is_psychological	is_romance	is_sci_fi	is_slice_of_life	is_sports	is_supernatural	is_thriller	format	status	source	episodes_amount	time_required	start_date	end_date	rating_value	rating_count	company_production	company_producer	company_creator	last_modified	file_modified_first	file_modified_last	file_modified_median	filesize_min	filesize_max	filesize_median
Kidou Senshi Gundam 00	Mobile Suit Gundam 00	機動戦士ガンダム00	false	true	false	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	25	1440000	1191628800	1206748800	78	14794	14	64	14	1715641276	1709484932	1715637365	1709484933	24742	101383	81533
Kidou Senshi Gundam 00 2nd Season	Mobile Suit Gundam 00 Second Season	機動戦士ガンダム00 セカンドシーズン	false	true	false	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	25	1440000	1223164800	1238284800	77	11549	14	233	14	1715641330	1709475037	1715641276	1712558157	24866	96971	56213
Kidou Senshi Gundam 00 Special Edition	Mobile Suit Gundam 00 Special Edition	機動戦士ガンダム00 スペシャルエディション	false	false	false	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	?	3	5400000	1256601600	1266883200	70	640	14	64	14	1716363798	1716363798	1716363798	1716363798	106021	119891	110977
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou	Mobile Suit Gundam 0080: War in the Pocket	機動戦士ガンダム 0080 ポケットの中の戦争	false	true	false	false	false	true	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	Original	6	1620000	606787200	620006400	79	8214	14	23	14	1715643646	1709475022	1715643646	1715643623	21220	71043	47239
Kidou Senshi Gundam 0083: STARDUST MEMORY	Mobile Suit Gundam 0083: Stardust Memory	機動戦士ガンダム0083 STARDUST MEMORY	false	true	false	false	false	true	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	Original	13	1800000	674956800	717292800	67	5351	14	23	14	1520423472	1709475023	1709475023	1709475023	19647	33655	29095
Kidou Senshi Gundam 0083: Zeon no Zankou	Mobile Suit Gundam 0083: The Afterglow Of Zeon	機動戦士ガンダム0083 －ジオンの残光－	false	false	true	false	true	true	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	7140000	715046400	715046400	61	699	14	23	14	1716363715	1716363715	1716363715	1716363715	119779	119779	119779
Kidou Senshi Gundam 00: A wakening of the Trailblazer	Mobile Suit Gundam 00 the Movie: A Wakening of the Trailblazer	劇場版 機動戦士ガンダム00 -A wakening of the Trailblazer-	false	false	true	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	7740000	1284768000	1284768000	68	6396	14	23	14	1715637168	1709484932	1709484933	1709484932	139626	170650	155138
Kidou Senshi Gundam AGE	Mobile Suit Gundam AGE	機動戦士ガンダムAGE	false	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	49	1440000	1318118400	1348358400	60	2569	14	104	14	1715638203	1715638203	1715638203	1715638203	27650	39585	32418
Kidou Senshi Gundam AGE: MEMORY OF EDEN	Mobile Suit Gundam AGE: Memory of Eden	機動戦士ガンダムAGE MEMORY OF EDEN	false	false	false	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	?	1	9000000	1374796800	1374796800	65	424	14	143	14	1716363619	1716363619	1716363619	1716363619	183294	183294	183294
Kidou Senshi Gundam Double Zeta	Mobile Suit Gundam ZZ	機動戦士ガンダムZZ	false	true	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	47	1440000	510624000	539049600	65	5546	14	0	14	1715637629	1709484189	1715637629	1715637569	22955	512946	31882
Kidou Senshi Gundam F91	Mobile Suit Gundam F91	機動戦士ガンダムF91	false	true	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	7200000	669081600	669081600	63	4247	14	109	14	1662882249	1709475026	1709475026	1709475026	179340	179387	179363
Kidou Senshi Gundam I	Mobile Suit Gundam I	機動戦士ガンダムⅠ	false	false	true	false	true	true	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	8400000	353376000	353376000	70	7359	14	233	14	1726647052	1709475061	1726647052	1709475062	165434	176386	168854
Kidou Senshi Gundam II: Ai Senshi-hen	Mobile Suit Gundam II: Soldiers of Sorrow	機動戦士ガンダムⅡ　哀・戦士編	false	false	true	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	8100000	363657600	363657600	71	6154	14	233	14	1726647213	1709475061	1726647213	1709475061	164719	180968	173422
Kidou Senshi Gundam III: Meguriai Sora-hen	Mobile Suit Gundam III: Encounters in Space	機動戦士ガンダムⅢ　めぐりあい宇宙編	false	false	true	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	8400000	384825600	384825600	76	5851	14	233	14	1726647265	1709475061	1726647265	1709475061	162400	173939	171066
Kidou Senshi Gundam MS IGLOO 2: Juuryoku Sensen	Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront	機動戦士ガンダム MS IGLOO 2 -重力戦線-	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	?	3	1800000	1224806400	1240531200	59	1506	14	0	14	1716364115	1716364115	1716364115	1716364115	21200	28488	22359
Kidou Senshi Gundam MS IGLOO: Ichinen Sensou Hiwa	Mobile Suit Gundam MS IGLOO: The Hidden One Year War	機動戦士ガンダム MS IGLOO: 1年戦争秘録	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	Original	3	1620000	1090195200	1099440000	59	1940	14	6551	14	1716364235	1716364235	1716364235	1716364235	23101	25416	23824
Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079	Mobile Suit Gundam MS IGLOO: Apocalypse 0079	機動戦士ガンダム MS IGLOO -黙示録0079-	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	?	3	1800000	1146009600	1156464000	61	1701	14	23	23	1716364161	1716364161	1716364161	1716364161	20622	27069	20694
Kidou Senshi Gundam NT	Mobile Suit Gundam Narrative	機動戦士ガンダム NT	false	true	true	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	5400000	1543536000	1543536000	60	3084	14	0	14	1726354514	1709481832	1726354514	1709483555	105430	7743644	112044
Kidou Senshi Gundam SEED	Mobile Suit Gundam Seed	機動戦士ガンダムSEED	false	true	false	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	50	1440000	1033776000	1064620800	72	10564	14	142	14	1726354275	1715638767	1726354275	1720996521	24395	39961	30638
Kidou Senshi Gundam SEED C.E.73: Stargazer	Mobile Suit Gundam Seed C.E.73: Stargazer	機動戦士ガンダムSEED C.E.73: Stargazer	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	ONA	Finished	Original	3	900000	1152835200	1159488000	67	1878	14	0	14	1715641667	1709469444	1709469444	1709469444	62621	62621	62621
Kidou Senshi Gundam SEED DESTINY	Mobile Suit Gundam Seed Destiny	機動戦士ガンダムSEED DESTINY	false	true	false	false	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	false	false	TV	Finished	Original	50	1440000	1097280000	1128124800	65	7204	14	143	14	1726357661	1715641838	1726357661	1726357661	22039	58482	30018
Kidou Senshi Gundam SEED DESTINY Special Edition	Mobile Suit Gundam Seed Destiny Special Edition	機動戦士ガンダムＳＥＥＤ ＤＥＳＴＩＮＹ スペシャルエディション	false	false	false	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Special	Finished	Original	4	5400000	1146528000	1146528000	64	665	14	143	14	1715641533	1715641533	1715641533	1715641533	115476	123930	120777
Kidou Senshi Gundam SEED FREEDOM	Mobile Suit Gundam SEED FREEDOM	機動戦士ガンダムSEED FREEDOM	false	false	true	false	true	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	false	false	Movie	Finished	Original	1	8100000	1706227200	1706227200	74	1067	14	7137	14	1725744353	1717869165	1725744353	1721806759	151990	181443	166716
Kidou Senshi Gundam SEED Special Edition	Mobile Suit Gundam Seed Special Edition	機動戦士ガンダムＳＥＥＤ　スペシャルエディション	false	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	true	true	false	false	false	false	Special	Finished	Original	3	5700000	1093564800	1098403200	66	725	0	142	142	1715638792	1715638641	1715638641	1715638641	112830	122446	116445
Kidou Senshi Gundam Thunderbolt	Mobile Suit Gundam Thunderbolt	機動戦士ガンダム サンダーボルト	false	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	ONA	Finished	Manga	4	1080000	1451001600	1461283200	77	6280	14	0	14	1604945308	1709475048	1709475048	1709475048	12241	18274	15690
Kidou Senshi Gundam Thunderbolt: BANDIT FLOWER	Mobile Suit Gundam Thunderbolt: Bandit Flower	特別編 機動戦士ガンダムサンダーボルト BANDIT FLOWER	false	false	true	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	5340000	1510963200	1510963200	69	2213	14	0	14	1717329873	1709475048	1717329873	1713402460	71025	4092000	2081512
Kidou Senshi Gundam Thunderbolt: December Sky	Mobile Suit Gundam Thunderbolt: December Sky	機動戦士ガンダム サンダーボルト December Sky	false	false	true	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Manga	1	4140000	1466812800	1466812800	78	3714	14	0	14	1713423088	1709475048	1709475050	1709475049	64481	3933333	1998907
Kidou Senshi Gundam UC	Mobile Suit Gundam UC	機動戦士ガンダムUC	false	true	false	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	Light Novel	7	3540000	1266624000	1400284800	78	8521	14	233	14	1716363552	1709475071	1716363552	1709475077	42290	5074232	133701
Kidou Senshi Gundam Unicorn RE: 0096	MOBILE SUIT GUNDAM UNICORN RE:0096	機動戦士ガンダムユニコーン RE:0096	false	true	false	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Light Novel	22	1380000	1459641600	1473552000	74	2990	14	0	14	1726355301	1709475079	1726355301	1717915188	17177	34472	25033
Kidou Senshi Gundam: Cucuruz Doan no Shima	Mobile Suit Gundam: Cucuruz Doan's Island	機動戦士ガンダム ククルス・ドアンの島	false	true	true	false	false	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Anime	1	6540000	1654214400	1654214400	73	1686	14	0	14	1717285176	1709475018	1717285176	1713380097	97996	175946	136971
Kidou Senshi Gundam: Dai 08 MS Shotai	Mobile Suit Gundam: The 08th MS Team	機動戦士ガンダム 第08MS小隊	false	true	false	false	false	true	false	true	false	false	false	false	true	false	false	false	true	true	false	false	false	false	OVA	Finished	Original	12	1440000	822528000	932860800	77	8512	14	0	14	1715642219	1715642131	1715642131	1715642131	19725	35873	27446
Kidou Senshi Gundam: Dai 08 MS Shotai - Miller's Report	Mobile Suit Gundam: The 08th MS Team - Miller's Report	機動戦士ガンダム 第08MS小隊 ミラーズ・リポート	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	3060000	901929600	901929600	64	1256	14	233	14	1715642242	1715642131	1715642131	1715642131	50386	50386	50386
Kidou Senshi Gundam: Gyakushuu no Char	Mobile Suit Gundam: Char's Counterattack	機動戦士ガンダム 逆襲のシャア	false	true	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Novel	1	7140000	574128000	574128000	75	6945	14	101	14	1659902190	1709475016	1709475017	1709475017	151997	182808	152090
Kidou Senshi Gundam: Senkou no Hathaway	Mobile Suit Gundam Hathaway	機動戦士ガンダム 閃光のハサウェイ	false	true	true	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Novel	1	5700000	1623369600	1623369600	79	5040	14	0	14	1726357747	1709475027	1726357747	1719739117	122558	5241970	139791
Kidou Senshi Gundam: Suisei no Majo	Mobile Suit Gundam: The Witch from Mercury	機動戦士ガンダム 水星の魔女	false	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	12	1440000	1664668800	1673136000	78	21296	14	7137	14	1727391265	1709485931	1727391265	1713923931	25575	178391	36204
Kidou Senshi Gundam: Suisei no Majo - PROLOGUE	Mobile Suit Gundam: The Witch from Mercury - PROLOGUE	機動戦士ガンダム 水星の魔女 PROLOGUE	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Special	Finished	Original	1	1440000	1657756800	1657756800	78	12386	14	7137	14	1727391235	1709485931	1727391235	1715504902	25418	59767	29672
Kidou Senshi Gundam: Suisei no Majo Season 2	Mobile Suit Gundam: The Witch from Mercury Season 2	機動戦士ガンダム 水星の魔女 Season2	false	false	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	12	1440000	1680998400	1688256000	79	15088	14	7137	14	1727391379	1709485931	1727391293	1713923972	25258	115685	37586
Kidou Senshi Gundam: THE ORIGIN	Mobile Suit Gundam: The Origin	機動戦士ガンダムTHE ORIGIN	false	true	false	false	true	false	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	Manga	6	4260000	1425081600	1525478400	81	6815	14	109	14	1716364050	1709475039	1716364050	1709475046	28137	5495913	2134187
Kidou Senshi Gundam: Tekketsu no Orphans 2	Mobile Suit GUNDAM Iron Blooded Orphans 2	機動戦士ガンダム 鉄血のオルフェンズ 2	false	false	false	false	true	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	25	1440000	1475366400	1491091200	79	14129	14	143	14	1726373265	1709475065	1726373265	1709475066	28849	44555	37431
Kidou Senshi SD Gundam no Gyakushuu	Mobile Suit SD Gundam's Counterattack	機動戦士ＳＤガンダムの逆襲	false	false	false	false	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	false	OVA	Finished	Original	2	720000	616464000	616464000	54	411	0	0	0	1723986720	1723986489	1723986720	1723986604	14688	16265	15476
Kidou Senshi Victory Gundam	Mobile Suit Victory Gundam	機動戦士Vガンダム	false	true	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	51	1440000	733708800	764553600	65	2678	14	37	14	1715640581	1709475051	1715640581	1712557816	21806	47080	27252
Kidou Senshi Z Gundam: A New Translation - Hoshi wo Tsugu Mono	Mobile Suit Zeta Gundam: A New Translation I - Heir to the Stars	機動戦士Ζガンダム A New Translation -星を継ぐ者-	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	5640000	1117238400	1117238400	66	1473	14	233	14	1715639970	1709475054	1709475054	1709475054	128590	128590	128590
Kidou Senshi Z Gundam: A New Translation II - Koibito-tachi	Mobile Suit Zeta Gundam: A New Translation II - Lovers	機動戦士ΖガンダムII A New Translation -恋人たち-	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	true	true	false	false	false	false	Movie	Finished	Original	1	5820000	1130544000	1130544000	65	1301	14	233	14	1715640005	1709475055	1709475055	1709475055	133910	133910	133910
Kidou Senshi Z Gundam: A New Translation III - Hoshi no Kodou wa Ai	Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars	機動戦士ΖガンダムIII A New Translation -星の鼓動は愛-	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	Movie	Finished	Original	1	6000000	1141430400	1141430400	66	1255	14	233	14	1715640024	1709475054	1709475054	1709475054	123682	123682	123682
Kidou Senshi Zeta Gundam	Mobile Suit Zeta Gundam	機動戦士Zガンダム	false	true	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	50	1440000	478569600	509414400	77	8976	14	233	14	1715640083	1715640082	1715640083	1715640082	18042	34076	27809
Kidou Shin Seiki Gundam X	After War Gundam X	機動新世紀ガンダムX	false	true	false	false	false	true	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	39	1440000	828662400	851731200	71	2776	14	0	14	1718853903	1709474064	1718853903	1714163983	17344	28881	23685
Kikaider 01: THE ANIMATION	Kikaider 01: The Animation	キカイダー０１　THE ANIMATION	false	true	false	false	true	true	false	true	false	false	false	false	true	false	false	false	false	true	false	false	false	false	OVA	Finished	Manga	4	1620000	1006300800	1016582400	63	294	81	44	44	1399295284	1709474066	1709474066	1709474066	15454	15454	15454
Kikansha no Mahou wa Tokubetsu desu	A Returner's Magic Should Be Special	帰還者の魔法は特別です	false	true	false	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Web Novel	12	1440000	1696723200	1703376000	70	13329	6239	17	17	1726875684	1709474069	1726875684	1718174876	15981	28744	23593
Kikou Senki Dragonar	Metal Armor Dragonar	機甲戦記ドラグナー	true	true	false	false	false	true	false	false	false	false	false	false	true	false	false	false	false	true	false	false	false	false	TV	Finished	Original	48	1440000	539654400	570499200	63	291	14	0	14	1525993787	1709474878	1709474878	1709474878	488806	488806	488806
Kill Me Baby	Kill Me Baby	キルミーベイベー	false	true	false	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Manga	13	1440000	1325808000	1333065600	65	9620	7	144	7	1718854634	1718854472	1718854634	1718854543	22735	41247	27917
Kill la Kill	Kill la Kill	キルラキル	true	true	false	false	true	false	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	TV	Finished	Original	24	1440000	1380844800	1395964800	79	150831	803	17	17	1718854266	1718854240	1718854266	1718854254	26821	606553	32149
Kill la Kill Tokubetsu-hen	Kill la Kill: GOODBYE AGAIN	キルラキル 特別編	false	false	false	false	true	false	true	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	OVA	Finished	Original	1	1620000	1409702400	1409702400	75	26027	803	17	803	1718854360	1718854360	1718854360	1718854360	2244295	2244295	2244295
Kimagure Orange☆Road	?	きまぐれオレンジ☆ロード	true	true	false	false	true	false	true	true	false	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Manga	48	1500000	544665600	573696000	71	2461	1	467	1	1525984089	1709474076	1709474077	1709474076	64364	483945	80291
Kimetsu no Yaiba	Demon Slayer: Kimetsu no Yaiba	鬼滅の刃	false	true	false	false	true	true	false	true	false	true	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	26	1440000	1554508800	1569628800	83	429234	43	17	43	1726970878	1709468185	1718836770	1709474079	17745	269233	25311
Kimetsu no Yaiba: Hashira Geiko-hen	Demon Slayer: Kimetsu no Yaiba Hashira Training Arc	鬼滅の刃 柱稽古編	false	false	false	false	true	true	false	true	false	true	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	8	1800000	1715472000	1719705600	81	53139	43	17	43	1726997137	1714973113	1726997137	1718552493	4986	143498	29817
Kimetsu no Yaiba: Katanakaji no Sato-hen	Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc	鬼滅の刃 刀鍛冶の里編	false	false	false	false	true	true	false	true	false	true	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	11	1440000	1680998400	1687046400	82	106017	43	17	43	1714977777	1709474078	1714976606	1709474079	22054	406942	30438
Kimetsu no Yaiba: Mugen Ressha-hen	Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train	鬼滅の刃 無限列車編	false	false	true	false	true	true	false	true	false	true	false	false	false	false	true	false	false	false	false	false	true	false	Movie	Finished	Manga	1	7020000	1602806400	1602806400	84	206621	43	17	43	1713489539	1709474079	1709474090	1709474079	114253	9671110	114713
Kimetsu no Yaiba: Mugen Ressha-hen (TV)	Demon Slayer: Kimetsu no Yaiba Mugen Train Arc	鬼滅の刃 無限列車編 (TV)	false	false	false	false	true	true	false	true	false	true	false	false	false	false	true	false	false	false	false	false	true	false	TV	Finished	Manga	7	1380000	1633824000	1638057600	82	109087	43	17	43	1713489616	1709474078	1709474079	1709474079	18421	66338	21383
Kimetsu no Yaiba: Yuukaku-hen	Demon Slayer: Kimetsu no Yaiba Entertainment District Arc	鬼滅の刃 遊郭編	false	false	false	false	true	true	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	TV	Finished	Manga	11	1440000	1638662400	1644710400	86	184229	43	17	43	1713924029	1709474078	1713924029	1709474079	23515	351665	26977
Kimi ga Nozomu Eien OVA	Rumbling Hearts OVA	君が望む永遠 OVA	true	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	false	false	OVA	Finished	Visual Novel	4	1740000	1198195200	1229644800	64	2109	112	182	112	1342386328	1709474091	1709474091	1709474091	57608	57608	57608
Kimi ni Todoke	Kimi ni Todoke: From Me to You	君に届け	false	true	false	false	false	false	true	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	25	1380000	1254873600	1269993600	79	67024	10	372	10	1726294692	1709474092	1726294692	1725385449	23872	45633	31952
Kimi ni Todoke 2ND SEASON	Kimi ni Todoke: From Me to You Season 2	君に届け 2ND SEASON	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	13	1380000	1294790400	1301443200	79	42081	10	372	10	1725385213	1713085667	1725385213	1713085682	19170	36554	28315
Kimi ni Todoke 3RD SEASON	Kimi ni Todoke: From Me to You Season 3	君に届け 3RD SEASON	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	ONA	Finished	Manga	5	4020000	1722470400	1722470400	86	4105	10	6570	10	1725385037	1722551530	1725385037	1722917081	18465	112631	89216
Kimi no Iru Machi	A Town Where You Live	君のいる町	true	true	false	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	12	1260000	1373673600	1380326400	63	9595	3	16	3	1488575868	1709474112	1709474113	1709474113	13849	85483	21002
Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo	The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You	君のことが大大大大大好きな100人の彼女	false	true	false	false	false	false	true	false	true	false	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Manga	12	1440000	1696723200	1703376000	77	24920	6180	7137	6180	1714774573	1709474097	1714774573	1709474097	25733	133129	33276
Kimi no Na wa.	Your Name.	君の名は。	false	true	true	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	false	false	true	false	Movie	Finished	Original	1	6420000	1472169600	1472169600	85	317507	291	352	291	1722268755	1717397695	1722268755	1718844814	119976	6449014	298661
Kimi no Suizou wo Tabetai	I Want to Eat Your Pancreas	君の膵臓をたべたい	false	true	true	false	false	false	false	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	Movie	Finished	Web Novel	1	6480000	1535760000	1535760000	84	119292	6164	213	6164	1610661149	1709474104	1709474105	1709474104	126573	8137629	4132101
Kimi to Boku	You and Me.	君と僕。	false	true	false	false	false	false	true	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	13	1440000	1317686400	1324944000	73	8730	7	16	7	1718855338	1718855207	1718855338	1718855221	27698	457577	53111
Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen	Our Last Crusade or the Rise of a New World	キミと僕の最後の戦場、あるいは世界が始まる聖戦	false	true	false	false	true	false	false	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Finished	Light Novel	12	1440000	1602028800	1608681600	65	27648	300	144	300	1723077069	1709474109	1723077069	1719082942	21965	60207	28630
Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II	Our Last Crusade or the Rise of a New World Season 2	キミと僕の最後の戦場、あるいは世界が始まる聖戦 Season II	false	false	false	false	true	false	false	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	TV	Releasing	Light Novel	12	1440000	1720569600	0	67	1230	300	6698	300	1723076812	1721875615	1721875615	1721875615	87677	169059	128368
Kimi to Boku. 2	You and Me 2	君と僕。2	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	13	1440000	1333411200	1340668800	77	6053	7	16	7	1718855324	1718855320	1718855324	1718855322	36041	89041	54575
Kimi to, Nami ni Noretara	Ride Your Wave	きみと、波にのれたら	false	true	true	false	false	false	false	true	false	true	false	false	false	false	false	false	true	false	false	false	false	false	Movie	Finished	Original	1	5640000	1561075200	1561075200	75	27066	6145	6430	6145	1717292480	1709474105	1717292480	1717292480	104426	107550	107201
Kimi wa Houkago Insomnia	Insomniacs after school	君は放課後インソムニア	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	true	false	false	false	TV	Finished	Manga	13	1440000	1681171200	1688428800	79	16531	839	144	144	1717290654	1709474109	1717290654	1709474110	15927	73596	47964
Kimi wo Aishita Hitori no Boku e	To Me, The One Who Loved You	君を愛したひとりの僕へ	false	true	true	false	false	false	false	false	false	false	false	false	false	false	false	false	true	true	false	false	false	false	Movie	Finished	Novel	1	5880000	1665100800	1665100800	72	7783	73	53	73	1725916035	1709474111	1725898519	1709474111	91758	208010	108276
Kimitachi wa Dou Ikiru ka	The Boy and the Heron	君たちはどう生きるか	false	false	true	false	false	true	false	true	false	true	false	false	false	false	false	false	false	false	false	false	true	false	Movie	Finished	Original	1	7440000	1689292800	1689292800	77	13853	21	245	21	1726086212	1720483681	1726085832	1721332430	71139	5288321	2470645
Kin no Kuni Mizu no Kuni	Gold Kingdom and Water Kingdom	金の国水の国	false	false	true	false	false	true	false	false	false	true	false	false	false	false	false	false	true	false	false	false	false	false	Movie	Finished	Manga	1	7020000	1674777600	1674777600	72	506	11	415	11	1716898819	1716898819	1716898819	1716898819	156106	156106	156106
Kindaichi Shounen no Jikenbo (TV)	?	金田一少年の事件簿 (TV)	false	true	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	TV	Finished	Manga	148	1440000	860371200	968630400	76	1156	18	0	18	1718856467	1709474113	1718856467	1718856466	23301	90007	36030
Kindaichi Shounen no Jikenbo R	The File of Young Kindaichi Returns	金田一少年の事件簿Ｒ	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	TV	Finished	Manga	25	1440000	1396656000	1411776000	70	1260	18	0	18	1718856784	1709474125	1718856784	1714165454	24878	35335	30157
Kindaichi Shounen no Jikenbo R 2	The File of Young Kindaichi Returns 2	金田一少年の事件簿R【リターンズ】	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	TV	Finished	Manga	22	1440000	1443830400	1458950400	72	793	18	0	18	1718856797	1709474125	1718856797	1714165461	23981	59871	30292
Kindaichi Shounen no Jikenbo R: Akechi Keibu no Jikenbo	The File of Young Kindaichi Returns: Akechi Keibu no Jikenbo	金田一少年の事件簿Ｒ: 明智警部の事件簿	false	false	false	false	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	false	Special	Finished	Manga	1	3600000	1451088000	1451088000	68	221	18	0	18	1718856605	1709474125	1709474125	1709474125	58143	58143	58143
